Symbol,Name,Sector,Industry,MarketCap,SummaryQuote,ADRTSO,?field0,LastSale,
"GDS","GDS Holdings Limited","Technology","Computer Software: Programming Data Processing",1087230473.52,"https://www.nasdaq.com/symbol/gds","49062747",2016,22.16,
"ONCY","Oncolytics Biotech Inc.","Health Care","Major Pharmaceuticals",46009684,"https://www.nasdaq.com/symbol/oncy",null,null,2.72,
"LIND","Lindblad Expeditions Holdings Inc.","Consumer Services","Transportation Services",617204001.56,"https://www.nasdaq.com/symbol/lind",null,2013,13.48,
"MASI","Masimo Corporation","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",6029293371.92,"https://www.nasdaq.com/symbol/masi",null,2007,115.57,
"ATSG","Air Transport Services Group Inc","Transportation","Air Freight/Delivery Services",1141433076.84,"https://www.nasdaq.com/symbol/atsg",null,null,19.32,
"FFIV","F5 Networks Inc.","Technology","Computer Communications Equipment",10323259600,"https://www.nasdaq.com/symbol/ffiv",null,1999,171.44,
"SPAR","Spartan Motors Inc.","Capital Goods","Auto Manufacturing",394846879.68,"https://www.nasdaq.com/symbol/spar",null,null,11.22,
"ZNWAA","Zion Oil & Gas Inc","Energy","Oil & Gas Production",0,"https://www.nasdaq.com/symbol/znwaa",null,null,null,
"EDTXW","EdtechX Holdings Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/edtxw",null,2018,0.4382,
"TRHC","Tabula Rasa HealthCare Inc.","Miscellaneous","Business Services",1462818436.64,"https://www.nasdaq.com/symbol/trhc",null,2016,71.77,
"CTXRW","Citius Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",0,"https://www.nasdaq.com/symbol/ctxrw",null,null,0.1504,
"CENTA","Central Garden & Pet Company","Consumer Durables","Consumer Specialties",1705068862.42,"https://www.nasdaq.com/symbol/centa",null,null,29.81,
"UPL","Ultra Petroleum Corp.","Energy","Oil & Gas Production",234495351.23,"https://www.nasdaq.com/symbol/upl",null,null,1.19,
"CNOB","ConnectOne Bancorp Inc.","Finance","Major Banks",665890539.37,"https://www.nasdaq.com/symbol/cnob",null,null,20.69,
"CEZ","VictoryShares Emerging Market Volatility Wtd ETF",null,null,0,"https://www.nasdaq.com/symbol/cez",null,null,24.73,
"NTRA","Natera Inc.","Health Care","Medical Specialities",1265810618.6,"https://www.nasdaq.com/symbol/ntra",null,2015,20.77,
"SSBI","Summit State Bank",null,null,82534392.375,"https://www.nasdaq.com/symbol/ssbi",null,2006,13.605,
"NDRA","ENDRA Life Sciences Inc.","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",21184345.8,"https://www.nasdaq.com/symbol/ndra",null,2017,5.4,
"MTCH","Match Group Inc.","Technology","Computer Software: Programming Data Processing",13814235423.75,"https://www.nasdaq.com/symbol/mtch",null,2015,49.89,
"THST","Truett-Hurst Inc.","Consumer Non-Durables","Beverages (Production/Distribution)",8408247.43,"https://www.nasdaq.com/symbol/thst",null,2013,1.87,
"LEXEA","Liberty Expedia Holdings Inc.","Consumer Services","Other Consumer Services",2480092757.7,"https://www.nasdaq.com/symbol/lexea",null,null,43.3,
"ICLK","iClick Interactive Asia Group Limited","Technology","Computer Software: Prepackaged Software",43167023.76,"https://www.nasdaq.com/symbol/iclk","13405908",2017,3.22,
"GBT","Global Blood Therapeutics Inc.","Health Care","Major Pharmaceuticals",1822385822.94,"https://www.nasdaq.com/symbol/gbt",null,2015,35.01,
"CSML","IQ Chaikin U.S. Small Cap ETF",null,null,456120025.34,"https://www.nasdaq.com/symbol/csml",null,null,25.34,
"TSLA","Tesla Inc.","Capital Goods","Auto Manufacturing",56278678205.6,"https://www.nasdaq.com/symbol/tsla",null,2010,329.9,
"LNTH","Lantheus Holdings Inc.","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances",486025527.96,"https://www.nasdaq.com/symbol/lnth",null,2015,12.69,
"CREG","China Recycling Energy Corporation","Miscellaneous","Business Services",10803257.4,"https://www.nasdaq.com/symbol/creg",null,null,1.3,
"ROCK","Gibraltar Industries Inc.","Capital Goods","Steel/Iron Ore",1151305202.46,"https://www.nasdaq.com/symbol/rock",null,1993,35.98,
"UPWK","Upwork Inc.","Technology","EDP Services",0,"https://www.nasdaq.com/symbol/upwk",null,2018,18.84,
"SPNE","SeaSpine Holdings Corporation","Health Care","Medical/Dental Instruments",261541334.46,"https://www.nasdaq.com/symbol/spne",null,null,17.74,
"DSWL","Deswell Industries Inc.","Consumer Non-Durables","Plastic Products",52103583.92,"https://www.nasdaq.com/symbol/dswl",null,1995,3.28,
"AEZS","AEterna Zentaris Inc.","Health Care","Major Pharmaceuticals",21372988,"https://www.nasdaq.com/symbol/aezs",null,null,1.3,
"VLY","Valley National Bancorp","Finance","Major Banks",3348164382.4,"https://www.nasdaq.com/symbol/vly",null,null,10.1,
"BRPAU","Big Rock Partners Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/brpau",null,2017,10.4001,
"BPR","Brookfield Property REIT Inc.","Consumer Services","Real Estate Investment Trusts",0,"https://www.nasdaq.com/symbol/bpr",null,null,19.17,
"CIVB","Civista Bancshares Inc.","Finance","Major Banks",253591531.5,"https://www.nasdaq.com/symbol/civb",null,null,23.5,
"SELB","Selecta Biosciences Inc.","Health Care","Major Pharmaceuticals",117355998.92,"https://www.nasdaq.com/symbol/selb",null,2016,5.24,
"WHF","WhiteHorse Finance Inc.",null,null,252510733.28,"https://www.nasdaq.com/symbol/whf",null,null,12.29,
"ALGT","Allegiant Travel Company","Transportation","Air Freight/Delivery Services",1918449731.77,"https://www.nasdaq.com/symbol/algt",null,2006,118.69,
"RVLT","Revolution Lighting Technologies Inc.","Consumer Durables","Building Products",35277000,"https://www.nasdaq.com/symbol/rvlt",null,null,1.5,
"FPAY","FlexShopper Inc.","Technology","Diversified Commercial Services",4211515.77,"https://www.nasdaq.com/symbol/fpay",null,null,0.77,
"CMRX","Chimerix Inc.","Health Care","Major Pharmaceuticals",171934068.08,"https://www.nasdaq.com/symbol/cmrx",null,2013,3.58,
"SVBI","Severn Bancorp Inc","Finance","Major Banks",101813306.52,"https://www.nasdaq.com/symbol/svbi",null,null,8.02,
"ADRO","Aduro Biotech Inc.","Health Care","Major Pharmaceuticals",351025352.16,"https://www.nasdaq.com/symbol/adro",null,2015,4.44,
"LLNW","Limelight Networks Inc.","Miscellaneous","Business Services",433566969.12,"https://www.nasdaq.com/symbol/llnw",null,2007,3.83,
"NEBUU","Nebula Acquisition Corporation","Finance","Business Services",0,"https://www.nasdaq.com/symbol/nebuu",null,2018,10.1,
"LMRKO","Landmark Infrastructure Partners LP","Consumer Services","Real Estate",0,"https://www.nasdaq.com/symbol/lmrko",null,null,24.0441,
"FEX","First Trust Large Cap Core AlphaDEX Fund",null,null,1408677112.92,"https://www.nasdaq.com/symbol/fex",null,null,56.46,
"VRNA","Verona Pharma plc","Health Care","Major Pharmaceuticals",110191104,"https://www.nasdaq.com/symbol/vrna","9182592",2017,12,
"ANGI","ANGI Homeservices Inc.","Consumer Services","Advertising",9484796010.12,"https://www.nasdaq.com/symbol/angi",null,null,19.16,
"OSS","One Stop Systems Inc.","Technology","Computer Manufacturing",30670104,"https://www.nasdaq.com/symbol/oss",null,2018,2.4,
"YIN","Yintech Investment Holdings Limited","Finance","Investment Bankers/Brokers/Service",83532787.38,"https://www.nasdaq.com/symbol/yin","14758443",2016,5.66,
"MERC","Mercer International Inc.","Basic Industries","Paper",969548699.07,"https://www.nasdaq.com/symbol/merc",null,null,14.87,
"CATY","Cathay General Bancorp","Finance","Major Banks",3073903433.64,"https://www.nasdaq.com/symbol/caty",null,null,37.83,
"ORTX","Orchard Therapeutics plc",null,null,0,"https://www.nasdaq.com/symbol/ortx",null,null,null,
"SSTI","ShotSpotter Inc.","Technology","Computer Software: Prepackaged Software",398467783.89,"https://www.nasdaq.com/symbol/ssti",null,2017,36.99,
"FTDR","frontdoor inc.","Finance","Diversified Commercial Services",0,"https://www.nasdaq.com/symbol/ftdr",null,null,31.6,
"CSCO","Cisco Systems Inc.","Technology","Computer Communications Equipment",201955694599.38,"https://www.nasdaq.com/symbol/csco",null,1990,44.58,
"ESG","FlexShares STOXX US ESG Impact Index Fund",null,null,28551798.4483,"https://www.nasdaq.com/symbol/esg",null,null,63.4483,
"EDTX","EdtechX Holdings Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/edtx",null,2018,9.62,
"MORN","Morningstar Inc.","Finance","Investment Managers",5209643840.56,"https://www.nasdaq.com/symbol/morn",null,2005,122.12,
"ATVI","Activision Blizzard Inc","Technology","Computer Software: Prepackaged Software",51447331450.76,"https://www.nasdaq.com/symbol/atvi",null,null,67.48,
"TKKSR","TKK Symphony Acquisition Corporation","Finance","Business Services",0,"https://www.nasdaq.com/symbol/tkksr",null,2018,0.38,
"GFNCP","General Finance Corporation","Technology","Diversified Commercial Services",0,"https://www.nasdaq.com/symbol/gfncp",null,null,101.04,
"PID","Invesco International Dividend Achievers ETF",null,null,707094000,"https://www.nasdaq.com/symbol/pid",null,null,14.67,
"VLGEA","Village Super Market Inc.","Consumer Services","Food Chains",372079000.28,"https://www.nasdaq.com/symbol/vlgea",null,null,25.87,
"XNET","Xunlei Limited","Technology","Computer Software: Prepackaged Software",233834802.21,"https://www.nasdaq.com/symbol/xnet","38907621",2014,6.01,
"IPWR","Ideal Power Inc.","Energy","Industrial Machinery/Components",7243776.9508,"https://www.nasdaq.com/symbol/ipwr",null,2013,0.5174,
"ICUI","ICU Medical Inc.","Health Care","Medical/Dental Instruments",5278166378.52,"https://www.nasdaq.com/symbol/icui",null,1992,257.88,
"HEES","H&E Equipment Services Inc.",null,null,790445392.52,"https://www.nasdaq.com/symbol/hees",null,2006,22.12,
"OPESU","Opes Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/opesu",null,2018,10.2,
"TUES","Tuesday Morning Corp.","Consumer Services","Department/Specialty Retail Stores",140596767.36,"https://www.nasdaq.com/symbol/tues",null,1999,3.06,
"STAA","STAAR Surgical Company","Health Care","Ophthalmic Goods",1691016490.8,"https://www.nasdaq.com/symbol/staa",null,null,38.48,
"BBC","Virtus LifeSci Biotech Clinical Trials ETF",null,null,26194704.7784,"https://www.nasdaq.com/symbol/bbc",null,null,26.1946,
"GEC","Great Elm Capital Group Inc.","Technology","Computer Software: Prepackaged Software",88329230,"https://www.nasdaq.com/symbol/gec",null,null,3.41,
"IMRN","Immuron Limited","Health Care","Major Pharmaceuticals",2559497.2,"https://www.nasdaq.com/symbol/imrn","345878",2017,7.4,
"DXYN","The Dixie Group Inc.","Consumer Durables","Home Furnishings",19742270.4,"https://www.nasdaq.com/symbol/dxyn",null,null,1.2,
"HGSH","China HGS Real Estate Inc.","Finance","Real Estate",62169000,"https://www.nasdaq.com/symbol/hgsh",null,null,1.38,
"GECC","Great Elm Capital Corp.",null,null,87030116.17,"https://www.nasdaq.com/symbol/gecc",null,null,8.17,
"AMAT","Applied Materials Inc.","Technology","Semiconductors",31868552690.82,"https://www.nasdaq.com/symbol/amat",null,1972,32.42,
"EPZM","Epizyme Inc.","Health Care","Major Pharmaceuticals",582060295.98,"https://www.nasdaq.com/symbol/epzm",null,2013,8.37,
"VIRC","Virco Manufacturing Corporation","Consumer Durables","Industrial Specialties",66497788.81,"https://www.nasdaq.com/symbol/virc",null,null,4.33,
"SFLY","Shutterfly Inc.","Miscellaneous","Other Consumer Services",2024606831.1,"https://www.nasdaq.com/symbol/sfly",null,2006,60.54,
"ESSA","ESSA Bancorp Inc.","Finance","Banks",191007655.2,"https://www.nasdaq.com/symbol/essa",null,null,16.2,
"WLDN","Willdan Group Inc.","Consumer Services","Military/Government/Technical",329516518.24,"https://www.nasdaq.com/symbol/wldn",null,2006,30.16,
"SGYP","Synergy Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",92599091.1064,"https://www.nasdaq.com/symbol/sgyp",null,null,0.3734,
"PRTH","Priority Technology Holdings Inc.","Miscellaneous","Business Services",669906799.32,"https://www.nasdaq.com/symbol/prth",null,2016,10.02,
"GLBS","Globus Maritime Limited","Transportation","Marine Transportation",202806.87,"https://www.nasdaq.com/symbol/glbs",null,null,6.33,
"ORG","The Organics ETF",null,null,0,"https://www.nasdaq.com/symbol/org",null,null,29.0792,
"CARV","Carver Bancorp Inc.","Finance","Savings Institutions",14399646,"https://www.nasdaq.com/symbol/carv",null,null,4.08,
"MDIV","First Trust Multi-Asset Diversified Income Index Fund",null,null,653744035.92,"https://www.nasdaq.com/symbol/mdiv",null,null,17.96,
"SBNY","Signature Bank","Finance","Major Banks",6206306513.16,"https://www.nasdaq.com/symbol/sbny",null,2004,112.12,
"VVUS","VIVUS Inc.","Health Care","Major Pharmaceuticals",3781688.32,"https://www.nasdaq.com/symbol/vvus",null,1994,3.56,
"TMUS","T-Mobile US Inc.","Public Utilities","Telecommunications Equipment",54155035818.08,"https://www.nasdaq.com/symbol/tmus",null,null,63.92,
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock",null,null,1489692445,"https://www.nasdaq.com/symbol/oneq",null,null,280.55,
"FRBK","Republic First Bancorp Inc.","Finance","Major Banks",412494168.06,"https://www.nasdaq.com/symbol/frbk",null,null,7.02,
"RRGB","Red Robin Gourmet Burgers Inc.","Consumer Services","Restaurants",416928586.16,"https://www.nasdaq.com/symbol/rrgb",null,2002,32.08,
"TVTY","Tivity Health Inc.","Health Care","Hospital/Nursing Management",1361826740.44,"https://www.nasdaq.com/symbol/tvty",null,null,34.04,
"SGMA","SigmaTron International Inc.","Technology","Electrical Products",17437784.9792,"https://www.nasdaq.com/symbol/sgma",null,1994,4.1224,
"BRID","Bridgford Foods Corporation","Consumer Non-Durables","Specialty Foods",152218472.64,"https://www.nasdaq.com/symbol/brid",null,null,16.77,
"ITCI","Intra-Cellular Therapies Inc.","Health Care","Major Pharmaceuticals",903797173.44,"https://www.nasdaq.com/symbol/itci",null,null,16.52,
"FIXX","Homology Medicines Inc.","Health Care","Major Pharmaceuticals",689158795.11,"https://www.nasdaq.com/symbol/fixx",null,2018,18.39,
"ODFL","Old Dominion Freight Line Inc.","Transportation","Trucking Freight/Courier Services",10348760721.81,"https://www.nasdaq.com/symbol/odfl",null,1991,126.21,
"SMMF","Summit Financial Group Inc.","Finance","Major Banks",260006463.9,"https://www.nasdaq.com/symbol/smmf",null,null,20.85,
"VOD","Vodafone Group Plc","Public Utilities","Telecommunications Equipment",8956196741.36,"https://www.nasdaq.com/symbol/vod","474877876",null,18.86,
"ARWR","Arrowhead Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",1096768436.54,"https://www.nasdaq.com/symbol/arwr",null,null,12.46,
"QLC","FlexShares US Quality Large Cap Index Fund",null,null,63004033.16,"https://www.nasdaq.com/symbol/qlc",null,null,33.16,
"EIGI","Endurance International Group Holdings Inc.","Technology","Computer Software: Prepackaged Software",1418733468.9,"https://www.nasdaq.com/symbol/eigi",null,2013,9.9,
"ESTRW","Estre Ambiental Inc.","Public Utilities","Environmental Services",0,"https://www.nasdaq.com/symbol/estrw",null,null,0.1901,
"EVFM","Evofem Biosciences Inc.","Health Care","Major Pharmaceuticals",87735725,"https://www.nasdaq.com/symbol/evfm",null,2014,3.4,
"TBRG","Thunder Bridge Acquisition Ltd.","Finance","Business Services",75650144.8,"https://www.nasdaq.com/symbol/tbrg",null,2018,9.7,
"FVCB","FVCBankcorp Inc.","Finance","Major Banks",180064900.21,"https://www.nasdaq.com/symbol/fvcb",null,null,17.69,
"ZNGA","Zynga Inc.","Technology","EDP Services",3156866259.14,"https://www.nasdaq.com/symbol/znga",null,2011,3.67,
"LAMR","Lamar Advertising Company","Consumer Services","Real Estate Investment Trusts",7284630086.37,"https://www.nasdaq.com/symbol/lamr",null,1996,73.71,
"TBBK","The Bancorp Inc.","Finance","Major Banks",564460880,"https://www.nasdaq.com/symbol/tbbk",null,null,10,
"AMGN","Amgen Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",122386202428.36,"https://www.nasdaq.com/symbol/amgn",null,1983,189.08,
"FCBC","First Community Bankshares Inc.","Finance","Major Banks",583597229.18,"https://www.nasdaq.com/symbol/fcbc",null,null,35.21,
"CASM","CAS Medical Systems Inc.","Health Care","Medical/Dental Instruments",54632385.3,"https://www.nasdaq.com/symbol/casm",null,null,1.9,
"ADSK","Autodesk Inc.","Technology","Computer Software: Prepackaged Software",27536951092.68,"https://www.nasdaq.com/symbol/adsk",null,null,125.96,
"GOGL","Golden Ocean Group Limited","Consumer Services","Marine Transportation",1048680757.19,"https://www.nasdaq.com/symbol/gogl",null,null,7.27,
"STAY","Extended Stay America Inc.","Consumer Services","Hotels/Resorts",3060488691,"https://www.nasdaq.com/symbol/stay",null,null,16.2,
"RELL","Richardson Electronics Ltd.","Consumer Non-Durables","Electronic Components",99030676.8,"https://www.nasdaq.com/symbol/rell",null,1983,7.59,
"CNCR","Loncar Cancer Immunotherapy ETF",null,null,42966000,"https://www.nasdaq.com/symbol/cncr",null,null,19.53,
"MRCC","Monroe Capital Corporation",null,null,256783723.84,"https://www.nasdaq.com/symbol/mrcc",null,2012,12.56,
"SPTN","SpartanNash Company","Consumer Non-Durables","Food Distributors",679489720.75,"https://www.nasdaq.com/symbol/sptn",null,null,18.91,
"ITRM","Iterum Therapeutics plc","Health Care","Major Pharmaceuticals",88213205.29,"https://www.nasdaq.com/symbol/itrm",null,2018,6.23,
"SHIPW","Seanergy Maritime Holdings Corp","Transportation","Marine Transportation",0,"https://www.nasdaq.com/symbol/shipw",null,null,0.08,
"APDN","Applied DNA Sciences Inc","Consumer Services","Other Consumer Services",34026624.41,"https://www.nasdaq.com/symbol/apdn",null,null,1.13,
"NYMTO","New York Mortgage Trust Inc.","Consumer Services","Real Estate Investment Trusts",0,"https://www.nasdaq.com/symbol/nymto",null,null,23.13,
"SNHNI","Senior Housing Properties Trust","Consumer Services","Real Estate Investment Trusts",0,"https://www.nasdaq.com/symbol/snhni",null,null,22.75,
"DLPN","Dolphin Entertainment Inc.","Consumer Services","Other Consumer Services",27142628.04,"https://www.nasdaq.com/symbol/dlpn",null,null,1.98,
"TITN","Titan Machinery Inc.","Consumer Services","Other Specialty Stores",310387499.62,"https://www.nasdaq.com/symbol/titn",null,2007,13.97,
"EOLS","Evolus Inc.","Health Care","Major Pharmaceuticals",376117373.1,"https://www.nasdaq.com/symbol/eols",null,2018,14.1,
"GPOR","Gulfport Energy Corporation","Energy","Oil & Gas Production",1500795796.3,"https://www.nasdaq.com/symbol/gpor",null,null,8.66,
"WATT","Energous Corporation","Technology","Radio And Television Broadcasting And Communications Equipment",225197470.65,"https://www.nasdaq.com/symbol/watt",null,2014,8.79,
"BELFA","Bel Fuse Inc.","Capital Goods","Electrical Products",222231509,"https://www.nasdaq.com/symbol/belfa",null,null,18.5,
"FTSM","First Trust Enhanced Short Maturity ETF",null,null,3056473942.76,"https://www.nasdaq.com/symbol/ftsm",null,null,59.99,
"CJJD","China Jo-Jo Drugstores Inc.","Consumer Durables","Specialty Chemicals",58741659.34,"https://www.nasdaq.com/symbol/cjjd",null,null,2.03,
"VCIT","Vanguard Intermediate-Term Corporate Bond ETF",null,null,18729446877.36,"https://www.nasdaq.com/symbol/vcit",null,null,82.64,
"OBCI","Ocean Bio-Chem Inc.","Consumer Durables","Specialty Chemicals",33053130.6,"https://www.nasdaq.com/symbol/obci",null,null,3.57,
"CAPR","Capricor Therapeutics Inc.","Health Care","Major Pharmaceuticals",25521563.76,"https://www.nasdaq.com/symbol/capr",null,null,0.83,
"AIHS","Senmiao Technology Limited","Finance","Finance: Consumer Services",107917098,"https://www.nasdaq.com/symbol/aihs",null,2018,4.17,
"BNGOW","Bionano Genomics Inc.","Capital Goods","Biotechnology: Laboratory Analytical Instruments",0,"https://www.nasdaq.com/symbol/bngow",null,2018,2.5,
"AVAV","AeroVironment Inc.","Capital Goods","Aerospace",2100390780.71,"https://www.nasdaq.com/symbol/avav",null,2007,87.77,
"GCVRZ","Sanofi","Health Care","Major Pharmaceuticals",0,"https://www.nasdaq.com/symbol/gcvrz",null,null,0.5065,
"NTNX","Nutanix Inc.","Technology","Computer Software: Prepackaged Software",6803181323.65,"https://www.nasdaq.com/symbol/ntnx",null,2016,39.35,
"PDEX","Pro-Dex Inc.","Health Care","Medical/Dental Instruments",38429460,"https://www.nasdaq.com/symbol/pdex",null,null,9,
"MTEC","MTech Acquisition Corp.","Finance","Business Services",21692823.0255,"https://www.nasdaq.com/symbol/mtec",null,2018,10.1499,
"WHLM","Wilhelmina International Inc.","Consumer Services","Professional Services",36399805.428,"https://www.nasdaq.com/symbol/whlm",null,null,6.9076,
"FBIZ","First Business Financial Services Inc.","Finance","Major Banks",182910950.64,"https://www.nasdaq.com/symbol/fbiz",null,null,20.88,
"SAVE","Spirit Airlines Inc.","Transportation","Air Freight/Delivery Services",3601635705.88,"https://www.nasdaq.com/symbol/save",null,null,52.76,
"ZS","Zscaler Inc.","Technology","EDP Services",4250748454.68,"https://www.nasdaq.com/symbol/zs",null,2018,35.49,
"RIBT","RiceBran Technologies","Consumer Non-Durables","Packaged Foods",62090273.28,"https://www.nasdaq.com/symbol/ribt",null,null,2.56,
"KAACU","Kayne Anderson Acquisition Corp.","Energy","Oil & Gas Production",0,"https://www.nasdaq.com/symbol/kaacu",null,2017,10.4,
"Z","Zillow Group Inc.","Miscellaneous","Business Services",7939549721.48,"https://www.nasdaq.com/symbol/z",null,null,39.26,
"MOMO","Momo Inc.","Technology","Computer Software: Prepackaged Software",4562433573.6,"https://www.nasdaq.com/symbol/momo","148904490",2014,30.64,
"EQBK","Equity Bancshares Inc.","Finance","Major Banks",551458946.85,"https://www.nasdaq.com/symbol/eqbk",null,2015,34.93,
"PSCC","Invesco S&P SmallCap Consumer Staples ETF",null,null,99332040,"https://www.nasdaq.com/symbol/pscc",null,null,82.7767,
"TTNP","Titan Pharmaceuticals Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",23001886.8736,"https://www.nasdaq.com/symbol/ttnp",null,null,0.3544,
"MGEE","MGE Energy Inc.","Energy","Electric Utilities: Central",2223629251.8,"https://www.nasdaq.com/symbol/mgee",null,null,64.14,
"GPAQW","Gordon Pointe Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/gpaqw",null,2018,0.6,
"PXUS","Principal International Multi-Factor Index ETF",null,null,14842598.95,"https://www.nasdaq.com/symbol/pxus",null,null,98.95,
"OXBRW","Oxbridge Re Holdings Limited","Finance","Property-Casualty Insurers",0,"https://www.nasdaq.com/symbol/oxbrw",null,2014,0.09,
"DOMO","Domo Inc.","Technology","Computer Software: Prepackaged Software",419816083.8,"https://www.nasdaq.com/symbol/domo",null,2018,15.94,
"LMNR","Limoneira Co","Consumer Non-Durables","Farming/Seeds/Milling",439965918.6,"https://www.nasdaq.com/symbol/lmnr",null,null,24.9,
"CHW","Calamos Global Dynamic Income Fund",null,null,444616003.5,"https://www.nasdaq.com/symbol/chw",null,2007,7.53,
"NK","NantKwest Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",174257327.2,"https://www.nasdaq.com/symbol/nk",null,2015,2.2,
"FARM","Farmer Brothers Company","Consumer Non-Durables","Packaged Foods",415614120.48,"https://www.nasdaq.com/symbol/farm",null,null,24.48,
"ZUMZ","Zumiez Inc.","Consumer Services","Clothing/Shoe/Accessory Stores",621646835.04,"https://www.nasdaq.com/symbol/zumz",null,2005,24.36,
"SCPH","scPharmaceuticals Inc.","Health Care","Major Pharmaceuticals",76691163.57,"https://www.nasdaq.com/symbol/scph",null,2017,4.13,
"SPPI","Spectrum Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",1231241697.56,"https://www.nasdaq.com/symbol/sppi",null,null,11.62,
"SFNC","Simmons First National Corporation","Finance","Major Banks",2425331635.92,"https://www.nasdaq.com/symbol/sfnc",null,null,26.28,
"AVEO","AVEO Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",289243257.21,"https://www.nasdaq.com/symbol/aveo",null,2010,2.43,
"CODA","Coda Octopus Group Inc.","Capital Goods","Industrial Machinery/Components",62388341.84,"https://www.nasdaq.com/symbol/coda",null,null,5.99,
"VC","Visteon Corporation","Capital Goods","Auto Parts:O.E.M.",2183843723.64,"https://www.nasdaq.com/symbol/vc",null,null,75.54,
"SRTS","Sensus Healthcare Inc.","Health Care","Medical/Dental Instruments",80479260.18,"https://www.nasdaq.com/symbol/srts",null,2016,5.94,
"INNT","Innovate Biopharmaceuticals Inc.","Health Care","Major Pharmaceuticals",110170201.12,"https://www.nasdaq.com/symbol/innt",null,2018,4.24,
"BLMN","Bloomin&#39; Brands Inc.","Consumer Services","Restaurants",1881304472.53,"https://www.nasdaq.com/symbol/blmn",null,2012,20.33,
"TTD","The Trade Desk Inc.","Technology","Computer Software: Programming Data Processing",4947435677.36,"https://www.nasdaq.com/symbol/ttd",null,2016,115.28,
"IQ","iQIYI Inc.","Consumer Services","Consumer Electronics/Video Chains",2989150635,"https://www.nasdaq.com/symbol/iq","134646425",2018,22.2,
"ABUS","Arbutus Biopharma Corporation","Health Care","Major Pharmaceuticals",234914223.52,"https://www.nasdaq.com/symbol/abus",null,null,4.24,
"GRTS","Gritstone Oncology Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",474517982.38,"https://www.nasdaq.com/symbol/grts",null,2018,16.46,
"PIXY","ShiftPixy Inc.","Technology","Diversified Commercial Services",100981254.5,"https://www.nasdaq.com/symbol/pixy",null,2017,3.5,
"ICPT","Intercept Pharmaceuticals Inc.","Health Care","Major Pharmaceuticals",2578336091.64,"https://www.nasdaq.com/symbol/icpt",null,2012,87.21,
"ENTX","Entera Bio Ltd.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",59770113.6,"https://www.nasdaq.com/symbol/entx",null,2018,5.23,
"LMBS","First Trust Low Duration Opportunities ETF",null,null,1729920101.76,"https://www.nasdaq.com/symbol/lmbs",null,null,50.88,
"TCON","TRACON Pharmaceuticals Inc.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",42373998.48,"https://www.nasdaq.com/symbol/tcon",null,2015,1.42,
"ERYP","Erytech Pharma S.A.","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",35571572.23,"https://www.nasdaq.com/symbol/eryp","5017147",2017,7.09,
"TRMK","Trustmark Corporation","Finance","Major Banks",2073271173.54,"https://www.nasdaq.com/symbol/trmk",null,null,30.66,
"OFED","Oconee Federal Financial Corp.","Finance","Savings Institutions",144075995.55,"https://www.nasdaq.com/symbol/ofed",null,2011,24.95,
"SMMT","Summit Therapeutics plc","Health Care","Major Pharmaceuticals",11147182.36,"https://www.nasdaq.com/symbol/smmt","6262462",2015,1.78,
"ARAV","Aravive Inc.","Health Care","Major Pharmaceuticals",5818639.3,"https://www.nasdaq.com/symbol/arav",null,2014,5.78,
"NATI","National Instruments Corporation","Technology","Computer Software: Prepackaged Software",6513893333.35,"https://www.nasdaq.com/symbol/nati",null,1995,49.27,
"TBLTU","ToughBuilt Industries Inc.","Capital Goods","Industrial Machinery/Components",0,"https://www.nasdaq.com/symbol/tbltu",null,null,null,
"NUROW","NeuroMetrix Inc.","Health Care","Medical/Dental Instruments",0,"https://www.nasdaq.com/symbol/nurow",null,null,0.035,
"SMTX","SMTC Corporation","Technology","Electrical Products",62319450.6,"https://www.nasdaq.com/symbol/smtx",null,2000,2.7,
"EVBG","Everbridge Inc.","Technology","Computer Software: Prepackaged Software",1460767968.87,"https://www.nasdaq.com/symbol/evbg",null,2016,49.71,
"VEACU","Vantage Energy Acquisition Corp.","Finance","Business Services",0,"https://www.nasdaq.com/symbol/veacu",null,2017,10.6,
